national_id,name,description
98,Krabby,"KRABBY live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these POKeMON can be seen squabbling with each other over territory."
98,Krabby,"If it is unable to find food, it will absorb nutrients by swallowing a mouthful of sand."
98,Krabby,"The pincers break off easily. If it loses a pincer, it somehow becomes incapable of walking sideways."
98,Krabby,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger."
98,Krabby,"Its pincers are superb weapons. They sometimes break off during battle, but they grow back fast."
98,Krabby,"Its pincers are not only powerful weapons, they are used for balance when walking sideways."
98,Krabby,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.
99,Kingler,"The larger pincer has 10,000-horsepower strength. However, it is so heavy, it is difficult to aim."
99,Kingler,"It waves its huge, oversized claw in the air to communicate with others. But since the claw is so heavy, this POKeMON quickly tires."
99,Kingler,"The large pincer has 10,000-horsepower crushing force. However, its huge size makes it unwieldy to use."
99,Kingler,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move."
99,Kingler,"Its pincers grow peculiarly large. If it lifts the pincers too fast, it loses its balance and staggers."
99,Kingler,"It can hardly lift its massive, overgrown pincer. The pincer's size makes it difficult to aim properly."
99,Kingler,"KINGLER has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the POKeMON quickly tires."
99,Kingler,"Its oversized claw is very powerful, but when it's not in battle, the claw just gets in the way."
99,Kingler,"It can hardly lift its massive, overgrown pincer. The pincer's size makes it difficult to aim properly."
99,Kingler,"One claw grew massively and as hard as steel. It has 10,000-HP strength. However, it is too heavy."
99,Kingler,"Its pincers grow peculiarly large. If it lifts the pincers too fast, it loses its balance and staggers."
99,Kingler,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move."
99,Kingler,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move."
99,Kingler,"Its pincers grow peculiarly large. If it lifts the pincers too fast, it loses its balance and staggers."
99,Kingler,"Kingler has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the Pokemon quickly tires."
99,Kingler,"One claw grew massively and is as hard as steel. It has 10,000-horsepower strength. However, it is too heavy."
99,Kingler,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use."
99,Kingler,"Its oversized claw is very powerful, but when it's not in battle, the claw just gets in the way."
99,Kingler,"The larger pincer has 10,000-horsepower strength. However, it is so heavy, it is difficult to aim."
100,Voltorb,VOLTORB was first sighted at a company that manufactures POKe BALLS. The link between that sighting and the fact that this POKeMON looks very similar to a POKe BALL remains a mystery.
100,Voltorb,VOLTORB is extremely sensitive - it explodes at the slightest of shocks. It is rumored that it was first created when a POKe BALL was exposed to a powerful pulse of energy.
100,Voltorb,A life-form whose identity is unknown. It is said to SCREECH or suddenly SELFDESTRUCT.
100,Voltorb,"Usually found in power plants. Easily mistaken for a POKe BALL, it has zapped many people."
100,Voltorb,"During the study of this POKeMON, it was discovered that its components are not found in nature."
100,Voltorb,It is said to camouflage itself as a Poke Ball. It will self-destruct with very little stimulus.
100,Voltorb,"It bears an uncanny and unexplained resemblance to a POKe BALL. Because it explodes at the slightest shock, even veteran TRAINERS treat it with caution."
100,Voltorb,"It rolls to move. If the ground is uneven, a sudden jolt from hitting a bump can cause it to explode."
100,Voltorb,It is said to camouflage itself as a POKe BALL. It will self-destruct with very little stimulus.
100,Voltorb,"Usually found in power plants. Easily mistaken for a POKe BALL, they have zapped many people."
100,Voltorb,It was discovered when POKe BALLS were introduced. It is said that there is some connection.
100,Voltorb,It looks just like a Poke Ball. It is dangerous because it may electrocute or explode on touch.
100,Voltorb,"It rolls to move. If the ground is uneven, a sudden jolt from hitting a bump can cause it to explode."
100,Voltorb,It was discovered when Poke Balls were introduced. It is said that there is some connection.
100,Voltorb,It looks just like a Poke Ball. It is dangerous because it may electrocute or explode on touch.
100,Voltorb,It looks just like a Poke Ball. It is dangerous because it may electrocute or explode on contact.
100,Voltorb,It was discovered when Poke Balls were introduced. It is said that there is some connection.
100,Voltorb,"Usually found in power plants. Easily mistaken for a Poke Ball, it has zapped many people."
100,Voltorb,Voltorb was first sighted at a company that manufactures Poke Balls. The link between that sighting and the fact that this Pokemon looks very similar to a Poke Ball remains a mystery.
100,Voltorb,Voltorb is extremely sensitive--it explodes at the slightest of shocks. It is rumored that it was first created when a Poke Ball was exposed to a powerful pulse of energy.
101,Electrode,"Electrode eats electricity in the atmosphere. On days when lightning strikes, you can see this Pokemon exploding all over the place from eating too much electricity."
101,Electrode,It stores an overflowing amount of electric energy inside its body. Even a small shock makes it explode.
101,Electrode,"It explodes in response to even minor stimuli. It is feared, with the nickname of ""The Bomb Ball."""
101,Electrode,It is known to drift on winds if it is bloated to bursting with stored electricity.
101,Electrode,It stores an overflowing amount of electric energy inside its body. Even a small shock makes it explode.
101,Electrode,"It is dangerous. If it has too much electricity and has nothing to do, it amuses itself by exploding."
101,Electrode,It is known to drift on winds if it is bloated to bursting with stored electricity.
101,Electrode,One of ELECTRODE's characteristics is its attraction to electricity. It is a problematical POKeMON that congregates mostly at electrical power plants to feed on electricity that has just been generated.
101,Electrode,It stores electric energy under very high pressure. It often explodes with little or no provocation.
101,Electrode,"It explodes in response to even minor stimuli. It is feared, with the nickname of ""The Bomb Ball."""
101,Electrode,One of Electrode's characteristics is its attraction to electricity. It is a problematical Pokemon that congregates mostly at electrical power plants to feed on electricity that has just been generated.
101,Electrode,"ELECTRODE eats electricity in the atmosphere. On days when lightning strikes, you can see this POKeMON exploding all over the place from eating too much electricity."
101,Electrode,"The more energy it charges up, the faster it gets. But this also makes it more likely to explode."
101,Electrode,It stores an overflowing amount of electric energy inside its body. Even a small shock makes it explode.
101,Electrode,"It is dangerous. If it has too much electricity and has nothing to do, it amuses itself by exploding."
101,Electrode,"They appear in great numbers at electric power plants. Because they feed on electricity, they cause massive and chaotic blackouts in nearby cities."
101,Electrode,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.
101,Electrode,It stores electric energy under very high pressure. It often explodes with little or no provocation.
101,Electrode,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.
102,Exeggcute,"These Pokemon get nervous when they're not in a group of six. The minute even one member of the group goes missing, Exeggcute become cowardly."
102,Exeggcute,"Six of them form a single Pokemon. Should one of the six be lost, the next morning there will once more be six."
102,Exeggcute,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms."
102,Exeggcute,The heads attract each other and spin around. There must be 6 heads for it to maintain balance.
102,Exeggcute,"The shell is very durable. Even if it cracks, it can survive without spilling the contents."
102,Exeggcute,"Using telepathy only they can receive, they always form a cluster of six EXEGGCUTE."
102,Exeggcute,"If even one is separated from the group, the energy bond between the six will make them rejoin instantly."
102,Exeggcute,"Six of them together form a full-fledged Pokemon. It's often hunted by Crabrawler, but uses psychokinesis to drive it off."
102,Exeggcute,The heads attract each other and spin around. There must be six heads for it to maintain balance.
102,Exeggcute,"Though it may look like it's just a bunch of eggs, it's a proper Pokemon. Exeggcute communicates with others of its kind via telepathy, apparently."
102,Exeggcute,"This POKeMON consists of six eggs that form a closely knit cluster. The six eggs attract each other and spin around. When cracks increasingly appear on the eggs, EXEGGCUTE is close to evolution."
102,Exeggcute,"Even though it appears to be eggs of some sort, it was discovered to be a life-form more like plant seeds."
102,Exeggcute,"It is often mistaken for eggs. When disturbed, they quickly gather and attack in swarms."
102,Exeggcute,"It consists of six eggs that care for each other. The eggs attract each other and spin around. When cracks increasingly appear, it is close to evolution."
102,Exeggcute,Its six eggs converse using telepathy. They can quickly gather if they become separated.
102,Exeggcute,"Their shells are very durable. Even if they crack, they can survive without spilling their contents."
102,Exeggcute,"Using telepathy only they can employ, they always form a cluster of six EXEGGCUTE."
102,Exeggcute,Its six eggs converse using telepathy. They can quickly gather if they become separated.
102,Exeggcute,Its six eggs converse using telepathy. They can quickly gather if they become separated.
102,Exeggcute,"Even though it appears to be eggs of some sort, it was discovered to be a life-form more like plant seeds."
102,Exeggcute,Its six eggs use telepathy to communicate among themselves. It is believed to carry plant genes and the genes of other species.
102,Exeggcute,"This Pokemon consists of six eggs that form a closely knit cluster. The six eggs attract each other and spin around. When cracks increasingly appear on the eggs, Exeggcute is close to evolution."
102,Exeggcute,"Although they are the same size as other Exeggcute, the ones produced in Alola are quite heavy. Their shells are packed full."
103,Exeggutor,"Its three heads think independently. However, they are friendly and never appear to squabble."
103,Exeggutor,"When they work together, Exeggutor's three heads can put out powerful psychic energy. Cloudy days make this Pokemon sluggish."
103,Exeggutor,Each of Exeggutor's three heads is thinking different thoughts. The three don't seem to be very interested in one another.
103,Exeggutor,Its cries are very noisy. This is because each of the three heads thinks about whatever it likes.
103,Exeggutor,"Each of its three heads has its own thoughts. When they want to go in different directions, Exeggutor becomes unable to move."
103,Exeggutor,"It engages its enemies using psychic powers. Each of its three heads fires off psychokinetic energy, tripling its power."
103,Exeggutor,Each of its heads has its own will. They use telepathy to discuss their plans before coming to a joint decision.
103,Exeggutor,"Exeggutor originally came from the tropics. Its heads steadily grow larger from exposure to strong sunlight. It is said that when the heads fall off, they group together to form Exeggcute."
103,Exeggutor,"It is called ""The Walking Jungle."" If a head grows too big, it falls off and becomes an Exeggcute."
103,Exeggutor,"Its three heads think independently. However, they are friendly and never appear to squabble."
103,Exeggutor,"It is called ""The Walking Jungle."" If a head grows too big, it falls off and becomes an Exeggcute."
103,Exeggutor,"If a head drops off, it emits a telepathic call in search of others to form an EXEGGCUTE cluster."
103,Exeggutor,"When the time comes, one of its three heads falls off. Before long, the fallen head grows into an Exeggcute."
103,Exeggutor,"It is called ""The Walking Jungle."" If a head grows too big, it falls off and becomes an EXEGGCUTE."
103,Exeggutor,"Originally from the tropics, EXEGGUTOR's heads grow larger from exposure to strong sunlight. It is said that when the heads fall, they group to form an EXEGGCUTE."
103,Exeggutor,"It is said that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE."
103,Exeggutor,"It is called ""The Walking Tropical Rainforest."" Each of the nuts has a face and a will of its own."
103,Exeggutor,"EXEGGUTOR originally came from the tropics. Its heads steadily grow larger from exposure to strong sunlight. It is said that when the heads fall off, they group together to form EXEGGCUTE."
103,Exeggutor,Living in a good environment makes it grow lots of heads. A head that drops off becomes an EXEGGCUTE.
103,Exeggutor,"If a head drops off, it emits a telepathic call in search of others to form an EXEGGCUTE cluster."
103,Exeggutor,"Its three heads think independently. However, they are friendly and never appear to squabble."
103,Exeggutor,Its cries are very noisy. This is because each of the 3 heads thinks about whatever it likes.
103,Exeggutor,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE."
104,Cubone,"If it is sad or lonely, the skull it wears shakes and emits a plaintive and mournful sound."
104,Cubone,"When it thinks of its dead mother, it cries. Its crying makes the skull it wears rattle hollowly."
104,Cubone,"It pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull it wears are from its tears."
104,Cubone,"Because it never removes its skull helmet, no one has ever seen this POKeMON's real face."
104,Cubone,"It wears the skull of its dead mother on its head. When it becomes lonesome, it is said to cry loudly."
104,Cubone,"CUBONE pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull the POKeMON wears are made by the tears it sheds."
104,Cubone,"Because it never removes its skull helmet, no one has ever seen this POKeMON's real face."
104,Cubone,"It always wears the skull of its dead mother, so no one has any idea what its hidden face looks like."
104,Cubone,"If it is sad or lonely, the skull it wears shakes, and emits a plaintive and mournful sound."
104,Cubone,Wears the skull of its deceased mother. Its cries echo inside the skull and come out as a sad melody.
104,Cubone,"It wears the skull of its dead mother on its head. When it becomes lonesome, it is said to cry loudly."
104,Cubone,"It always wears the skull of its dead mother, so no one has any idea what its hidden face looks like."
104,Cubone,"It lost its mother after its birth. It wears its mother's skull, never revealing its true face."
104,Cubone,"When it thinks of its dead mother, it cries. Its crying makes the skull it wears rattle hollowly."
104,Cubone,"It always wears the skull of its dead mother, so no one has any idea what its hidden face looks like."
104,Cubone,"This Pokemon wears the skull of its deceased mother. Sometimes Cubone's dreams make it cry, but each tear Cubone sheds makes it stronger."
104,Cubone,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head."
104,Cubone,Wears the skull of its deceased mother. Its cries echo inside the skull and come out as a sad melody.
104,Cubone,"Cubone pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull the Pokemon wears are made by the tears it sheds."
104,Cubone,"It wears its mother's skull on its head, so no one knows what its bare face looks like. However, it's clear that it's always crying."
104,Cubone,"At night, it weeps loudly for its dead mother, but those cries only attract its natural enemy--Mandibuzz."
104,Cubone,"The skull it wears on its head is that of its dead mother. According to some, it will evolve when it comes to terms with the pain of her death."
104,Cubone,"When it thinks of its deceased mother, it weeps loudly. Mandibuzz that hear its cries will attack it from the air."
105,Marowak,A MAROWAK is the evolved form of a CUBONE that has grown tough by overcoming the grief of losing its mother. Its tempered and hardened spirit is not easily broken.
105,Marowak,It throws bones at Mandibuzz to knock it down. It's thought that Marowak is trying to avenge its parent.
105,Marowak,"This Pokemon is out for vengeance on its natural enemy, Mandibuzz. It throws bones like boomerangs to try to take it down."
105,Marowak,Somewhere in the world is a cemetery just for MAROWAK. It gets its bones from those graves.
105,Marowak,"Small and weak, this POKeMON is adept with its bone club. It has grown more vicious over the ages."
105,Marowak,"It collects bones from an unknown place. A MAROWAK graveyard exists somewhere in the world, rumors say."
105,Marowak,It is small and was originally very weak. Its temperament turned ferocious when it began using bones.
105,Marowak,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.
105,Marowak,MAROWAK is the evolved form of a CUBONE that has overcome its sadness at the loss of its mother and grown tough. This POKeMON's tempered and hardened spirit is not easily broken.
105,Marowak,They thump their bones rhythmically to communicate among themselves. There are nearly 50 different rhythmic patterns.
105,Marowak,It has been seen pounding boulders with the bone it carries in order to tap out messages to others.
105,Marowak,"This Pokemon overcame its sorrow to evolve a sturdy new body. Marowak faces its opponents bravely, using a bone as a weapon."
105,Marowak,"Small and weak, this Pokemon is adept with its bone club. It has grown more vicious over the ages."
105,Marowak,It collects bones from an unknown place. Some whisper that a MAROWAK graveyard exists somewhere in the world.
105,Marowak,It has been seen pounding boulders with the bone it carries in order to tap out messages to others.
105,Marowak,"From its birth, this savage Pokemon constantly holds bones. It is skilled in using them as weapons."
105,Marowak,"From its birth, this savage Pokemon constantly holds bones. It is skilled in using them as weapons."
105,Marowak,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.
105,Marowak,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.
105,Marowak,Marowak is the evolved form of a Cubone that has overcome its sadness at the loss of its mother and grown tough. This Pokemon's tempered and hardened spirit is not easily broken.
105,Marowak,"Originally, it was weak and timid. After evolution, its temperament becomes violent, and it begins to wield bones as weapons."
105,Marowak,"When this Pokemon evolved, the skull of its mother fused to it. Marowak's temperament also turned vicious at the same time."
105,Marowak,It is small and was originally very weak. Its temperament turned ferocious when it began using bones.
106,Hitmonlee,"If it starts kicking repeatedly, both legs will stretch even longer to strike a fleeing foe."
106,Hitmonlee,This amazing Pokemon has an awesome sense of balance. It can kick in succession from any position.
106,Hitmonlee,Its legs can stretch double. First-time foes are startled by its extensible reach.
106,Hitmonlee,"Its legs freely stretch and contract. Using these springlike limbs, it bowls over foes with devastating kicks. After battle, it rubs down its tired legs."
106,Hitmonlee,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra-long, loping strides."
106,Hitmonlee,This amazing Pokemon has an awesome sense of balance. It can kick in succession from any position.
106,Hitmonlee,"When kicking, the sole of its foot turns as hard as a diamond on impact and destroys its enemy."
106,Hitmonlee,"Hitmonlee's legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue."
106,Hitmonlee,"If it starts kicking repeatedly, both legs will stretch even longer to strike a fleeing foe."
106,Hitmonlee,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.
106,Hitmonlee,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.
106,Hitmonlee,Its legs can stretch double. First-time foes are startled by its extensible reach.
106,Hitmonlee,"HITMONLEE's legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue."
106,Hitmonlee,It is also called the Kick Master. It uses its elastic legs to execute every known kick.
106,Hitmonlee,"If it starts kicking repeatedly, both legs will stretch even longer to strike a fleeing foe."
106,Hitmonlee,This amazing POKeMON has an awesome sense of balance. It can kick in succession from any position.
106,Hitmonlee,"When kicking, the sole of its foot turns as hard as a diamond on impact and destroys its enemy."
106,Hitmonlee,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.
106,Hitmonlee,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides."
107,Hitmonchan,The arm-twisting punches it throws pulverize even concrete. It rests after three minutes of fighting.
107,Hitmonchan,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn."
107,Hitmonchan,Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokemon has an indomitable spirit and will never give up in the face of adversity.
107,Hitmonchan,The spirit of a pro boxer has infused this POKeMON. It throws punches that are faster than a bullet train.
107,Hitmonchan,"While apparently doing nothing, it fires punches in lightning-fast volleys that are impossible to see."
107,Hitmonchan,A HITMONCHAN is said to possess the spirit of a boxer who aimed to become the world champion. Having an indomitable spirit means that it will never give up.
107,Hitmonchan,The arm-twisting punches it throws pulverize even concrete. It rests after three minutes of fighting.
107,Hitmonchan,Punches in corkscrew fashion. It can punch its way through a concrete wall like a drill.
107,Hitmonchan,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see."
107,Hitmonchan,The spirit of a pro boxer has infused this Pokemon. It throws punches that are faster than a bullet train.
107,Hitmonchan,"Its punches slice the air. However, it seems to need a short break after fighting for three minutes."
107,Hitmonchan,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn."
107,Hitmonchan,Punches in corkscrew fashion. It can punch its way through a concrete wall in the same way as a drill.
107,Hitmonchan,"Its punches slice the air. However, it seems to need a short break after fighting for three minutes."
107,Hitmonchan,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn."
107,Hitmonchan,"To increase the strength of all its punch moves, it spins its arms just before making contact."
107,Hitmonchan,HITMONCHAN is said to possess the spirit of a boxer who had been working towards a world championship. This POKeMON has an indomitable spirit and will never give up in the face of adversity.
107,Hitmonchan,"Its punches slice the air. However, it seems to need a short break after fighting for three minutes."
107,Hitmonchan,The arm-twisting punches it throws pulverize even concrete. It rests after three minutes of fighting.
108,Lickitung,Its tongue is twice the length of its body. It can be moved like an arm for grabbing food and attacking.
108,Lickitung,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.
108,Lickitung,"Whenever it sees something unfamiliar, it always licks the object because it memorizes things by texture and taste. It is somewhat put off by sour things."
108,Lickitung,"Instead of hands, it uses its tongue, which is twice its height. Its sticky saliva grips anything."
108,Lickitung,"Its tongue has well-developed nerves that run to the very tip, so it can be deftly manipulated."
108,Lickitung,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.
108,Lickitung,"Whenever LICKITUNG comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things."
108,Lickitung,"Its long tongue, slathered with a gooey saliva, sticks to anything, so it is very useful."
108,Lickitung,"When it extends its over-six-foot-long tongue, its tail quivers. There is a possibility they are connected."
108,Lickitung,"Being licked by its long, saliva-covered tongue leaves a tingling sensation. Extending its tongue retracts its tail."
108,Lickitung,"When it extends its over-six-foot-long tongue, its tail quivers. There is a possibility they are connected."
108,Lickitung,Its tongue is twice the length of its body. It can be moved like an arm for grabbing food and attacking.
108,Lickitung,"Whenever Lickitung comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things."
108,Lickitung,"It checks out whatever's around it by licking everything. If you don't clean off a spot where it's licked you, you'll break out in a rash!"
108,Lickitung,"It licks filth clean with its tongue. Whatever it licks always stinks afterward, so whether it's really clean is...questionable."
108,Lickitung,Its tongue spans almost seven feet and moves more freely than its forelegs. Its licks can cause paralysis.
108,Lickitung,"If this Pokemon's sticky saliva gets on you and you don't clean it off, an intense itch will set in. The itch won't go away, either."
108,Lickitung,"Bug Pokemon are Lickitung's main food source. This Pokemon paralyzes its prey with a lick from its long tongue, then swallows the prey whole."
108,Lickitung,It has a tongue that is over 6'6'' long. It uses this long tongue to lick its body clean.
108,Lickitung,"Its long tongue, slathered with a gooey saliva, sticks to anything, so it is very useful."
108,Lickitung,Its tongue spans almost 7 feet and moves more freely than its forelegs. Its licks can cause paralysis.
108,Lickitung,"Its tongue has well-developed nerves that run to the very tip, so it can be deftly manipulated."
108,Lickitung,"Its long tongue, slathered with a gooey saliva, sticks to anything, so it is very useful."
109,Koffing,"Toxic gas is held within its thin, balloon-shaped body, so it can cause massive explosions."
109,Koffing,"Its thin, balloon-like body is inflated by horribly toxic gases. It reeks when it is nearby."
109,Koffing,"Lighter-than-air gases in its body keep it aloft. The gases not only smell, they are also explosive."
109,Koffing,It adores polluted air. Some claim that Koffing used to be more plentiful in the Galar region than they are now.
109,Koffing,"In hot places, its internal gases could expand and explode without any warning. Be very careful!"
109,Koffing,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash."
109,Koffing,"If Koffing becomes agitated, it raises the toxicity of its internal gases and jets them out from all over its body. This Pokemon may also overinflate its round body, then explode."
109,Koffing,"Lighter-than-air gases in its body keep it aloft. The gases not only smell, they are also explosive."
109,Koffing,"Koffing embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this Pokemon."
109,Koffing,"Its thin, filmy body is filled with gases that cause constant sniffles, coughs and teary eyes."
109,Koffing,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning."
109,Koffing,"In hot places, its internal gases could expand and explode without any warning. Be very careful!"
109,Koffing,"The poisonous gases it contains are a little bit lighter than air, keeping it slightly airborne."
109,Koffing,"The poisonous gases it contains are a little bit lighter than air, keeping it slightly airborne."
109,Koffing,"If one gets close enough to it when it expels poisonous gas, the gas swirling inside it can be seen."
109,Koffing,"If KOFFING becomes agitated, it raises the toxicity of its internal gases and jets them out from all over its body. This POKeMON may also overinflate its round body, then explode."
109,Koffing,"KOFFING embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this POKeMON."
109,Koffing,"Its thin, balloon-like body is inflated by horribly toxic gases. It reeks when it is nearby."
109,Koffing,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning."
109,Koffing,"Getting up close to a KOFFING will give you a chance to observe, through its thin skin, the toxic gases swirling inside. It blows up at the slightest stimulation."
109,Koffing,"Lighter-than-air gases in its body keep it aloft. The gases not only smell, they are also explosive."
109,Koffing,"Its thin, filmy body is filled with gases that cause constant sniffles, coughs and teary eyes."
110,Weezing,"It lives and grows by absorbing dust, germs and poison gases that are contained in toxic waste and garbage."
110,Weezing,"This Pokemon lives and grows by absorbing poison gas, dust, and germs that exist inside garbage."
110,Weezing,"Very rarely, a sudden mutation can result in two small Koffing twins becoming conjoined as a Weezing."
110,Weezing,"If one of the twin Koffing inflates, the other one deflates. It constantly mixes its poisonous gases."
110,Weezing,"Very rarely, a sudden mutation can result in two small KOFFING twins becoming conjoined as a WEEZING."
110,Weezing,"Where two kinds of poison gases meet, two KOFFING can fuse into a WEEZING over many years."
110,Weezing,It mixes gases between its two bodies. It's said that these Pokemon were seen all over the Galar region back in the day.
110,Weezing,"If one of the twin KOFFING inflates, the other one deflates. It constantly mixes its poisonous gases."
110,Weezing,"It can't suck in air quite as well as a Galarian Weezing, but the toxins it creates are more potent than those of its counterpart."
110,Weezing,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years."
110,Weezing,"Weezing loves the gases given off by rotted kitchen garbage. This Pokemon will find a dirty, unkempt house and make it its home. At night, when the people in the house are asleep, it will go through the trash."
110,Weezing,Inhaling toxic fumes from trash and mixing them inside its body lets it spread an even fouler stench.
110,Weezing,"It grows by feeding on gases released by garbage. Though very rare, triplets have been found."
110,Weezing,"If one of the twin KOFFING inflates, the other one deflates. It constantly mixes its poisonous gases."
110,Weezing,Top-grade perfume is made using its internal poison gases by diluting them to the highest level.
110,Weezing,"It grows by feeding on gases released by garbage. Though very rare, triplets have been found."
110,Weezing,"WEEZING alternately shrinks and inflates its twin bodies to mix together toxic gases inside. The more the gases are mixed, the more powerful the toxins become. The POKeMON also becomes more putrid."
110,Weezing,"WEEZING loves the gases given off by rotted kitchen garbage. This POKeMON will find a dirty, unkempt house and make it its home. At night, when the people in the house are asleep, it will go through the trash."
110,Weezing,"When it inhales poisonous gases from garbage, its body expands, and its insides smell much worse."
110,Weezing,Top-grade perfume is made using its internal poison gases by diluting them to the highest level.
110,Weezing,"By diluting its toxic gases with a special process, the highest grade of perfume can be extracted. To WEEZING, gases emanating from garbage are the ultimate feast."
110,Weezing,"Weezing alternately shrinks and inflates its twin bodies to mix together toxic gases inside. The more the gases are mixed, the more powerful the toxins become. The Pokemon also becomes more putrid."
111,Rhyhorn,"Its body is clad in a thick hide, and its tackles topple buildings. Unfortunately, it is not smart."
111,Rhyhorn,"Its powerful tackles can destroy anything. However, it is too slow witted to help people work."
111,Rhyhorn,It doesn't care if there is anything in its way. It just charges and destroys all obstacles.
111,Rhyhorn,"Once it starts running, it doesn't stop. Its tiny brain makes it so stupid that it can't remember why it started running in the first place."
111,Rhyhorn,"Strong, but not too bright, this Pokemon can shatter even a skyscraper with its charging Tackles."
111,Rhyhorn,"Its powerful tackles can destroy anything. However, it is too slow witted to help people work."
111,Rhyhorn,It is inept at turning because of its four short legs. It can only charge and run in one direction.
111,Rhyhorn,"Rhyhorn runs in a straight line, smashing everything in its path. It is not bothered even if it rushes headlong into a block of steel. This Pokemon may feel some pain from the collision the next day, however."
111,Rhyhorn,"Rhyhorn's brain is very small. It is so dense, while on a run it forgets why it started running in the first place. It apparently remembers sometimes if it demolishes something."
111,Rhyhorn,"A Pokemon with a one-track mind. Once it charges, it won't stop running until it falls asleep."
111,Rhyhorn,"Strong, but not too bright, this Pokemon can shatter even a skyscraper with its charging tackles."
111,Rhyhorn,"It can remember only one thing at a time. Once it starts rushing, it forgets why it started."
111,Rhyhorn,"Its massive bones are 1,000 times harder than human bones. Its TACKLE can knock a semitrailer flying."
111,Rhyhorn,"Strong, but not too bright, this POKeMON can shatter even a skyscraper with its charging TACKLES."
111,Rhyhorn,It is inept at turning because of its four short legs. It can only charge and run in one direction.
111,Rhyhorn,"RHYHORN runs in a straight line, smashing everything in its path. It is not bothered even if it rushes headlong into a block of steel. This POKeMON may feel some pain from the collision the next day, however."
111,Rhyhorn,"It can remember only one thing at a time. Once it starts rushing, it forgets why it started."
111,Rhyhorn,It doesn't care if there is anything in its way. It just charges and destroys all obstacles.
111,Rhyhorn,It is inept at turning because of its four short legs. It can only charge and run in one direction.
111,Rhyhorn,"A POKeMON with a one-track mind. Once it charges, it won't stop running until it falls asleep."
111,Rhyhorn,Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.
111,Rhyhorn,"RHYHORN's brain is very small. It is so dense, while on a run it forgets why it started running in the first place. It apparently remembers sometimes if it demolishes something."
112,Rhydon,It begins walking on its hind legs after evolution. It can punch holes through boulders with its horn.
112,Rhydon,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees Fahrenheit."
112,Rhydon,Its brain developed when it began walking on hind legs. Its thick hide protects it even in magma.
